song_artist,lyric,ID,valence,energy,artist_rtn,song_rtn
Hurt_Johnny Cash,If I could start again,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,A million miles away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would keep myself,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would find a way,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,NA,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I hurt myself today,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,To see if I still feel,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I focus on the pain,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The only thing that's real,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The needle tears a hole,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The old familiar sting,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Try to kill it all away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,But I remember everything,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,What have I become,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My sweetest friend?,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Everyone I know,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Goes away in the end,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,And you could have it all,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My empire of dirt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will let you down,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will make you hurt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I wear this crown of thorns,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Upon my liar's chair,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Full of broken thoughts,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I cannot repair,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Beneath the stains of time,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The feelings disappear,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,You are someone else,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I am still right here,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,What have I become,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My sweetest friend?,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Everyone I know,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Goes away in the end,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,And you could have it all,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My empire of dirt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will let you down,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will make you hurt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,If I could start again,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,A million miles away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would keep myself,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would find a way,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,NA,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I hurt myself today,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,To see if I still feel,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I focus on the pain,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The only thing that's real,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The needle tears a hole,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The old familiar sting,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Try to kill it all away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,But I remember everything,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,What have I become,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My sweetest friend?,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Everyone I know,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Goes away in the end,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,And you could have it all,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My empire of dirt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will let you down,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will make you hurt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I wear this crown of thorns,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Upon my liar's chair,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Full of broken thoughts,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I cannot repair,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Beneath the stains of time,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The feelings disappear,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,You are someone else,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I am still right here,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,What have I become,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My sweetest friend?,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Everyone I know,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Goes away in the end,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,And you could have it all,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My empire of dirt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will let you down,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will make you hurt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,If I could start again,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,A million miles away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would keep myself,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would find a way,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,NA,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I hurt myself today,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,To see if I still feel,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I focus on the pain,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The only thing that's real,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The needle tears a hole,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The old familiar sting,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Try to kill it all away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,But I remember everything,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,What have I become,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My sweetest friend?,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Everyone I know,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Goes away in the end,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,And you could have it all,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My empire of dirt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will let you down,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will make you hurt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I wear this crown of thorns,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Upon my liar's chair,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Full of broken thoughts,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I cannot repair,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Beneath the stains of time,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,The feelings disappear,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,You are someone else,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I am still right here,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,What have I become,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My sweetest friend?,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Everyone I know,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,Goes away in the end,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,And you could have it all,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,My empire of dirt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will let you down,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I will make you hurt,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,If I could start again,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,A million miles away,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would keep myself,1,0.163,0.392,Johnny Cash,Hurt
Hurt_Johnny Cash,I would find a way,1,0.163,0.392,Johnny Cash,Hurt
Stay_Rihanna,All along it was a fever,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"A cold sweat, hot-headed believer",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"I threw my hands in the air, said show me something",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"He said, “If you dare, come a little closer”",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Round and around and around and around we go,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Oh now tell me now tell me now tell me now you know,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Not really sure how to feel about it,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Something in the way you move,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Makes me feel like I can't live without you,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,And it takes me all the way,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,I want you to stay,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,It's not much of a life you're living,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"It's not just something you take, it's given",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Round and around and around and around we go,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"Oh, now tell me now, tell me now, tell me now you know",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Not really sure how to feel about it,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Something in the way you move,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Makes me feel like I can't live without you,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,And it takes me all the way,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,And I want you to stay,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"Ooh, the reason I hold on",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,"Ooh, 'cause I need this hole gone",2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Funny you're the broken one,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,But I'm the only one who needed saving'Cause when you never see the light,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,It's hard to know which one of us is caving,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Not really sure how to feel about it,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Something in the way you move,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Makes me feel like I can't live without you,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,And it takes me all the way,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,I want you to stay,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Stay,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,I want you to stay,2,0.125,0.31,Rihanna,Stay
Stay_Rihanna,Ooh,2,0.125,0.31,Rihanna,Stay
Kiss from a Rose_Seal,NA,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,There used to be a graying tower alone on the sea,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,You became the light on the dark side of me,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,Love remained a drug that's the high and not the pill,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,But did you know that when it snows,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,My eyes become large and,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,The light that you shine can't be seen?,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Baby, I compare you to a kiss from a rose on the gray",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ooh, the more I get of you, the stranger it feels, yeah",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,And now that your rose is in bloom,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,A light hits the gloom on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,There is so much a man can tell you,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,So much he can say,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"You remain my power, my pleasure, my pain, baby",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,To me you're like a growing addiction that I can't deny,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Won't you tell me is that healthy, baby?",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,But did you know that when it snows,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,My eyes become large and,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,The light that you shine can't be seen?,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Baby, I compare you to a kiss from a rose on the gray",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ooh, the more I get of you, the stranger it feels, yeah",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,And now that your rose is in bloom,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,A light hits the gloom on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,I've been kissed by a rose on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"I, I've been kissed by a rose on the gray",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,I've ... (and if I should fall along the way) ... been kissed by a rose on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"I, I've been kissed by a rose on the gray",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,There is so much a man can tell you,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,So much he can say,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"You remain my power, my pleasure, my pain",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"To me you're like a growing addiction that I can't deny, yeah",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Won't you tell me is that healthy, baby?",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,But did you know that when it snows,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,My eyes become large and,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,The light that you shine can't be seen?,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Baby, I compare you to a kiss from a rose on the gray",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ooh, the more I get of you, the stranger it feels, yeah",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,And now that your rose is in bloom,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,A light hits the gloom on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Yes, I compare you to a kiss from a rose on the gray",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ooh, the more I get of you, the stranger it feels, yeah",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,And now that your rose is in bloom,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,A light hits the gloom on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,"Ba-ya-ya, ba-da-da-da-da-da, ba-ya-ya",3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,Now that your rose is in bloom,3,0.223,0.532,Seal,Kiss from a Rose
Kiss from a Rose_Seal,A light hits the gloom on the gray,3,0.223,0.532,Seal,Kiss from a Rose
Lonely_Akon,"Los Angeles, give it up one more time for Akon!",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Lonely, I'm Mr. Lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody for my own,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely,5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely,5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody for my own,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Yo Akon!,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"What up, dude?",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"You comin' or what, man?",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"No, I got a lot on my mind, I'ma let y'all go ahead, man",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Alright. Come on. Alright, alright, let's do this",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Yo, this one here goes out",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"To all my players out there, man",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"You know, that got that one good girl, dawg",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"That's always been there, man",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Like, took all the bullshit",5,0.595,0.533,Akon,Lonely
Lonely_Akon,But then one day she can't take it no more,5,0.595,0.533,Akon,Lonely
Lonely_Akon,And decides to leave,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Yeah, I woke up in the middle of the night",5,0.595,0.533,Akon,Lonely
Lonely_Akon,And I noticed my girl wasn't by my side,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Could've sworn I was dreamin',5,0.595,0.533,Akon,Lonely
Lonely_Akon,For her I was feenin',5,0.595,0.533,Akon,Lonely
Lonely_Akon,So I had to take a little ride,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Backtrackin' on these few years,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Tryin' to figure out what I do to make it go bad,5,0.595,0.533,Akon,Lonely
Lonely_Akon,‘Cause ever since my girl left me,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"My whole life came crashin', and I'm so…",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Lonely (so lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely (Mr. Lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody (I have nobody),5,0.595,0.533,Akon,Lonely
Lonely_Akon,"For my own (to call my own, girl)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely (so lonely)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely (Mr. Lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody (I have nobody),5,0.595,0.533,Akon,Lonely
Lonely_Akon,"For my own (to call my own, girl)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Can't believe I had a girl like you,5,0.595,0.533,Akon,Lonely
Lonely_Akon,And I just let you walk right out of my life,5,0.595,0.533,Akon,Lonely
Lonely_Akon,After all I put you through,5,0.595,0.533,Akon,Lonely
Lonely_Akon,You still stuck around and stayed by my side,5,0.595,0.533,Akon,Lonely
Lonely_Akon,What really hurt me is I broke your heart,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Baby, you a good girl and I had no right",5,0.595,0.533,Akon,Lonely
Lonely_Akon,I really wanna make things right,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"‘Cause without you in my life, girl, I'm so…",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Lonely (so lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely (Mr. Lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody (I have nobody),5,0.595,0.533,Akon,Lonely
Lonely_Akon,"For my own (to call my own, girl)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely (so lonely)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely (Mr. Lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody (I have nobody),5,0.595,0.533,Akon,Lonely
Lonely_Akon,"For my own (to call my own, baby)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Been all about the world,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Ain't never met a girl,5,0.595,0.533,Akon,Lonely
Lonely_Akon,That could take the things that you been through,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Never thought the day would come,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Where you would get up and run,5,0.595,0.533,Akon,Lonely
Lonely_Akon,And I would be out chasin' you,5,0.595,0.533,Akon,Lonely
Lonely_Akon,‘Cause ain't nowhere in the globe I'd rather be,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Ain't no one in the globe I'd rather see,5,0.595,0.533,Akon,Lonely
Lonely_Akon,Than the girl of my dreams that made me be,5,0.595,0.533,Akon,Lonely
Lonely_Akon,"So happy, but now so lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Lonely (so lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely (Mr. Lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody (I have nobody),5,0.595,0.533,Akon,Lonely
Lonely_Akon,"For my own (to call my own, no)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely (so lonely)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,I'm Mr. Lonely (Mr. Lonely),5,0.595,0.533,Akon,Lonely
Lonely_Akon,I have nobody (I have nobody),5,0.595,0.533,Akon,Lonely
Lonely_Akon,"For my own (to call my own, girl)",5,0.595,0.533,Akon,Lonely
Lonely_Akon,"Oh, I'm so lonely",5,0.595,0.533,Akon,Lonely
Lonely_Akon,Never thought that I'd be alone,5,0.595,0.533,Akon,Lonely
Lonely_Akon,I didn't think you'd be gone this long,5,0.595,0.533,Akon,Lonely
Lonely_Akon,I just want you to call my phone,5,0.595,0.533,Akon,Lonely
